Genome,vOTU ID,ClusterStatus,VCStatus,contig_length,provirus,proviral_length,gene_count,viral_genes,host_genes,checkv_quality,miuvig_quality,completeness,completeness_method,contamination,kmer_freq,warnings,clstr,clstr_size,length,clstr_rep,clstr_iden,clstr_cov,Phylum,Class,Order,Family,Genus,ICTV_Phylum,ICTV_Class,ICTV_Order,ICTV_Family,ICTV_Genus,SampleID,SampleName,Cyanobacterial Order,Cyanobacterial Family,Cyanobacterial Genus,Cyanobacterial Speices,Strain,BioProject,SRA Accession No.,JGI IMGD No.,Reported Habitat,Habitat,Substrate,Location
TC47_NODE_20_length_337701_cov_5.369863_fragment_8,vOTU122,Unclustered,Unclustered,23026,No,NA,39,16,0,Medium-quality,Genome-fragment,51.11,HMM-based (lower-bound),0,1,NA,307,2,23026,0,100.00%,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC47,Tolypothrix brevis GSE-NOS-MK-07-07A,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix brevis,GSE-NOS-MK-07-07A,PRJNA621662,SRR11678125,3300035007,Desert wet wall,Desert,rock wall,"Utah, USA"
TC47_NODE_20_length_337701_cov_5.369863_fragment_1,vOTU121,Clustered,973_0,18256,No,NA,29,11,0,Low-quality,Genome-fragment,19.49,HMM-based (lower-bound),0,1,NA,371,2,18256,0,100.00%,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC47,Tolypothrix brevis GSE-NOS-MK-07-07A,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix brevis,GSE-NOS-MK-07-07A,PRJNA621662,SRR11678125,3300035007,Desert wet wall,Desert,rock wall,"Utah, USA"
TC19_k99_9812_fragment_1,vOTU179,Clustered,783_0,41726,No,NA,60,12,0,Medium-quality,Genome-fragment,65.57,HMM-based (lower-bound),0,1,NA,122,1,41726,1,100,100%,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC19,Iphinoe sp. HA4291-MV1,Nostocales,Stigonemataceae,Iphinoe,Iphinoe sp.,HA4291-MV1,PRJNA617100,SRR12349226,3300036393,Tropical soil,Tropics,soil,"Hawaii, USA"
TC14_NODE_50_length_190353_cov_1.847450_fragment_2,vOTU93,Clustered,966_0,18906,Yes,12835,20,9,4,Low-quality,Genome-fragment,20.34,HMM-based (lower-bound),32.11,1,NA,498,1,12835,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC14,Drouetiella hepatica UHER 2000/2452,Pseudanabaenales,Oculatellaceae,Drouetiella,Drouetiella hepatica,UHER 2000/2452,PRJNA617097,SRR12347860,3300036391,Rock surface,Rock,rock wall,"Kosice, Slovakia"
TC45_NODE_65_length_221895_cov_88.612577_fragment_2,vOTU584,Unclustered,Unclustered,12385,No,NA,21,4,2,Low-quality,Genome-fragment,7.2,HMM-based (lower-bound),0,1,NA,514,1,12385,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC45,Tildeniella torsiva UHER 1998/13D,Pseudanabaenales,Oculatellaceae,Tildeniella,Tildeniella torsiva,UHER 1998/13D,PRJNA653496,SRR12689282,3300037860,Temperate wet wall,Temperate,rock wall,"Kosice, Slovakia"
TC45_NODE_65_length_221895_cov_88.612577_fragment_3,vOTU585,Clustered,1178_0,40028,No,NA,41,11,0,Medium-quality,Genome-fragment,54.57,HMM-based (lower-bound),0,1,NA,145,1,40028,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC45,Tildeniella torsiva UHER 1998/13D,Pseudanabaenales,Oculatellaceae,Tildeniella,Tildeniella torsiva,UHER 1998/13D,PRJNA653496,SRR12689282,3300037860,Temperate wet wall,Temperate,rock wall,"Kosice, Slovakia"
TC21_NODE_309_length_30984_cov_2.809800,vOTU249,Unclustered,Unclustered,30984,No,NA,48,13,0,Low-quality,Genome-fragment,39.18,HMM-based (lower-bound),0,1,NA,241,1,30984,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC21,Kastovskya adunca ATA6-11-RM4,Oscillatoriales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,ATA6-11-RM4,PRJNA621676,SRR11678224,3300034631,Desert soil,Desert,soil,"Atacama, Chile"
TC21_NODE_786_length_9405_cov_1.599052,vOTU267,Unclustered,Unclustered,9405,No,NA,14,5,0,Low-quality,Genome-fragment,11.16,HMM-based (lower-bound),0,1,NA,593,1,9405,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC21,Kastovskya adunca ATA6-11-RM4,Oscillatoriales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,ATA6-11-RM4,PRJNA621676,SRR11678224,3300034631,Desert soil,Desert,soil,"Atacama, Chile"
TC19_k99_29942,vOTU159,Unclustered,Unclustered,33202,No,NA,53,12,1,Low-quality,Genome-fragment,38.47,HMM-based (lower-bound),0,1,NA,217,1,33202,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC19,Iphinoe sp. HA4291-MV1,Nostocales,Stigonemataceae,Iphinoe,Iphinoe sp.,HA4291-MV1,PRJNA617100,SRR12349226,3300036393,Tropical soil,Tropics,soil,"Hawaii, USA"
TC4_NODE_2_length_1431188_cov_647.988816_fragment_8,vOTU511,Unclustered,Unclustered,100170,Yes,97249,121,8,12,Medium-quality,Genome-fragment,88.43,HMM-based (lower-bound),2.92,1.01,NA,4,1,97249,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC4,Aphanothece saxicola GSE-SYN-MK-01-06B,Chroococcales,Aphanothecaceae,Aphanothece,Aphanothece saxicola,GSE-SYN-MK-01-06B,PRJNA621658,SRR11676827,3300035003,Desert wet wall,Desert,rock wall,"Utah, USA"
TC4_NODE_2_length_1431188_cov_647.988816_fragment_7,vOTU510,Unclustered,Unclustered,9100,No,NA,9,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,601,1,9100,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC4,Aphanothece saxicola GSE-SYN-MK-01-06B,Chroococcales,Aphanothecaceae,Aphanothece,Aphanothece saxicola,GSE-SYN-MK-01-06B,PRJNA621658,SRR11676827,3300035003,Desert wet wall,Desert,rock wall,"Utah, USA"
TC19_k99_31380,vOTU160,Unclustered,Unclustered,16223,No,NA,27,14,0,Low-quality,Genome-fragment,21.35,HMM-based (lower-bound),0,1,NA,416,1,16223,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC19,Iphinoe sp. HA4291-MV1,Nostocales,Stigonemataceae,Iphinoe,Iphinoe sp.,HA4291-MV1,PRJNA617100,SRR12349226,3300036393,Tropical soil,Tropics,soil,"Hawaii, USA"
TC46_NODE_438_length_20334_cov_10.561538_fragment_1,vOTU598,Unclustered,Unclustered,11745,No,NA,14,9,1,Low-quality,Genome-fragment,22.27,HMM-based (lower-bound),0,1,NA,532,1,11745,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC46,Timaviella obliquedivisa GSE-PSE-MK23-08B,Pseudanabaenales,Oculatellaceae,Timaviella,Timaviella obliquedivisa,GSE-PSE-MK23-08B,PRJNA621673,SRR11678220,3300035018,Desert wet wall,Desert,rock wall,"Utah, USA"
TC1_NODE_32_length_631580_cov_8.521453_fragment_1,vOTU12,Clustered,1342_0,43129,Yes,34199,57,9,6,Low-quality,Genome-fragment,32.76,HMM-based (lower-bound),20.71,1,NA,209,1,34199,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC1,Aetokthonos hydrillicola B3-Florida,Nostocales,Hapalosiphonaceae,Aetokthonos,Aetokthonos hydrillicola,B3-Florida,PRJNA617093,SRR12347192,3300036376,Aquatic epiphyte,Aquatic,plant,"South Carolina, USA"
TC48_NODE_27_length_256534_cov_1.857933_fragment_4,vOTU610,Unclustered,Unclustered,18620,No,NA,17,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,363,1,18620,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC48,Tolypothrix carrinoi HA7290-LM1,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix carrinoi,HA7290-LM1,PRJNA621663,SRR11678124,3300035008,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC7_NODE_85_length_176779_cov_13.731659_fragment_3,vOTU269,Clustered,1476_0,11364,No,NA,12,4,0,Low-quality,Genome-fragment,9.89,HMM-based (lower-bound),0,1,NA,543,2,11364,0,100.00%,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC7,Brasilonema octagenarum HA4186-MV1,Nostocales,Scytonemataceae,Brasilonema,Brasilonema octagenarum,HA4186-MV1,PRJNA621669,SRR11678155,3300035014,On wood in tropics,Tropics,wood,"Hawaii, USA"
TC7_NODE_85_length_176779_cov_13.731659_fragment_1,vOTU268,Clustered,1434_0,12560,No,NA,12,5,0,Low-quality,Genome-fragment,25.41,HMM-based (lower-bound),0,1,NA,507,2,12560,0,100.00%,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC7,Brasilonema octagenarum HA4186-MV1,Nostocales,Scytonemataceae,Brasilonema,Brasilonema octagenarum,HA4186-MV1,PRJNA621669,SRR11678155,3300035014,On wood in tropics,Tropics,wood,"Hawaii, USA"
TC25_k99_9818,vOTU366,Unclustered,Unclustered,8877,No,NA,10,4,1,Low-quality,Genome-fragment,10,HMM-based (lower-bound),0,1,NA,119,2,8877,0,100.00%,21%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC25,Mojavia pulchra JT2-VF2,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,JT2-VF2,PRJNA650826,SRR12951532,3300038557,Desert soil,Desert,soil,"California, USA"
TC18_NODE_6_length_542659_cov_48.629967_fragment_1,vOTU146,Unclustered,Unclustered,13789,No,NA,9,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,473,1,13789,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC18,Hormoscilla sp. CMT-3BRIN-NPC48,Oscillatoriales,Gomontiellaceae,Hormoscilla,Hormoscilla sp.,CMT-3BRIN-NPC48,PRJNA650881,SRR12951525,3300038553,Desert soil,Desert,soil,"California, USA"
TC1_NODE_131_length_232403_cov_5.343049_fragment_2,vOTU2,Unclustered,Unclustered,61254,Yes,31420,63,14,11,Low-quality,Genome-fragment,30.58,HMM-based (lower-bound),48.71,1,NA,231,1,31420,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC1,Aetokthonos hydrillicola B3-Florida,Nostocales,Hapalosiphonaceae,Aetokthonos,Aetokthonos hydrillicola,B3-Florida,PRJNA617093,SRR12347192,3300036376,Aquatic epiphyte,Aquatic,plant,"South Carolina, USA"
TC1_NODE_92_length_329205_cov_4.192884_fragment_1,vOTU21,Unclustered,Unclustered,21178,No,NA,28,4,2,Low-quality,Genome-fragment,26.25,HMM-based (lower-bound),0,1.01,NA,328,1,21178,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC1,Aetokthonos hydrillicola B3-Florida,Nostocales,Hapalosiphonaceae,Aetokthonos,Aetokthonos hydrillicola,B3-Florida,PRJNA617093,SRR12347192,3300036376,Aquatic epiphyte,Aquatic,plant,"South Carolina, USA"
TC47_NODE_67_length_134637_cov_5.871103_fragment_1,vOTU603,Clustered,319_0,24566,No,NA,38,17,0,Medium-quality,Genome-fragment,51.88,HMM-based (lower-bound),0,1,NA,284,2,24566,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC47,Tolypothrix brevis GSE-NOS-MK-07-07A,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix brevis,GSE-NOS-MK-07-07A,PRJNA621662,SRR11678125,3300035007,Desert wet wall,Desert,rock wall,"Utah, USA"
TC13_NODE_347_length_9432_cov_1.379581,vOTU76,Clustered,514_0,9432,No,NA,6,5,0,Low-quality,Genome-fragment,20.15,HMM-based (lower-bound),0,1,NA,592,1,9432,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC13,Desmonostoc vinosum HA7617-LM4,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc vinosum,HA7617-LM4,PRJNA650882,SRR12951526,3300038554,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC39_NODE_34_length_404579_cov_7.470906_fragment_6,vOTU499,Clustered,1470_0,9791,No,NA,12,0,2,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,581,1,9791,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC39,Scytonema hyalinum WJT4-NPBG1,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,WJT4-NPBG1,PRJNA617106,SRR12349874,3300036520,Desert soil,Desert,soil,"California, USA"
TC44_NODE_108_length_144333_cov_27.927368_fragment_1,vOTU555,Clustered,195_0,61167,No,NA,91,36,2,Medium-quality,Genome-fragment,79.19,HMM-based (lower-bound),0,1,NA,26,1,61167,1,100,100%,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC44,Tildeniella nuda ZEHNDER 1965/U140,Pseudanabaenales,Oculatellaceae,Tildeniella,Tildeniella nuda,ZEHNDER 1965/U140,PRJNA621657,SRR11676687,3300035002,Temperate wet wall,Temperate,rock wall,"Zurich, Switzerland"
TC6_NODE_6_length_893776_cov_98.813834_fragment_12,vOTU81,Unclustered,Unclustered,67609,No,NA,106,32,3,High-quality,High-quality,90.28,HMM-based (lower-bound),0,1,NA,21,3,67609,0,100.00%,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC6,Brasilonema angustatum HA4187-MV1,Nostocales,Scytonemataceae,Brasilonema,Brasilonema angustatum,CMT-3BRIN-NPC111,PRJNA617095,SRR12347719,3300036389,Tropical soil,Tropics,soil,"Hawaii, USA"
TC21_NODE_268_length_37470_cov_1.600514,vOTU245,Unclustered,Unclustered,37470,Yes,32233,39,15,3,Low-quality,Genome-fragment,45.75,HMM-based (lower-bound),13.98,1,NA,223,1,32233,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC21,Kastovskya adunca ATA6-11-RM4,Oscillatoriales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,ATA6-11-RM4,PRJNA621676,SRR11678224,3300034631,Desert soil,Desert,soil,"Atacama, Chile"
TC19_k99_34167,vOTU165,Clustered,929_0,17716,No,NA,20,5,2,Low-quality,Genome-fragment,24.92,HMM-based (lower-bound),0,1,NA,378,1,17716,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC19,Iphinoe sp. HA4291-MV1,Nostocales,Stigonemataceae,Iphinoe,Iphinoe sp.,HA4291-MV1,PRJNA617100,SRR12349226,3300036393,Tropical soil,Tropics,soil,"Hawaii, USA"
TC8_NODE_11_length_504904_cov_8.476547_fragment_3,vOTU667,Clustered,914_0,36876,No,NA,47,9,1,Medium-quality,Genome-fragment,64.71,HMM-based (lower-bound),0,1,NA,188,1,36876,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC8,Calothrix sp. FI2-JRJ7,Nostocales,Calotrichaceae,Calothrix,Calothrix sp.,FI2-JRJ7,PRJNA617096,SRR12347730,3300036390,Desert soil,Desert,soil,"California, USA"
TC8_NODE_11_length_504904_cov_8.476547_fragment_7,vOTU668,Clustered,1484_0,20572,No,NA,26,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,340,1,20572,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC8,Calothrix sp. FI2-JRJ7,Nostocales,Calotrichaceae,Calothrix,Calothrix sp.,FI2-JRJ7,PRJNA617096,SRR12347730,3300036390,Desert soil,Desert,soil,"California, USA"
TC21_NODE_1061_length_7361_cov_1.101189,vOTU227,Clustered,966_0,7361,No,NA,12,8,0,Low-quality,Genome-fragment,11.15,HMM-based (lower-bound),0,1,NA,640,1,7361,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC21,Kastovskya adunca ATA6-11-RM4,Oscillatoriales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,ATA6-11-RM4,PRJNA621676,SRR11678224,3300034631,Desert soil,Desert,soil,"Atacama, Chile"
TC38_NODE_58_length_85867_cov_15.317180_fragment_1,vOTU485,Clustered,257_0,38289,No,NA,54,23,1,Medium-quality,Genome-fragment,79.58,HMM-based (lower-bound),0,1,NA,169,1,38289,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC38,Scytolyngbya sp. HA4215-MV1,Pseudanabaenales,Leptolyngbyaceae,Scytolyngbya,Scytolyngbya sp.,HA4215-MV1,PRJNA617105,SRR12349737,3300036104,Freshwater stream,Aquatic,water,"Hawaii, USA"
TC14_NODE_233_length_45725_cov_1.536405_fragment_2,vOTU89,Unclustered,Unclustered,13719,No,NA,18,12,0,Low-quality,Genome-fragment,27.19,HMM-based (lower-bound),0,1,NA,475,1,13719,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC14,Drouetiella hepatica UHER 2000/2452,Pseudanabaenales,Oculatellaceae,Drouetiella,Drouetiella hepatica,UHER 2000/2452,PRJNA617097,SRR12347860,3300036391,Rock surface,Rock,rock wall,"Kosice, Slovakia"
TC28_NODE_503_length_5809_cov_0.798310,vOTU353,Clustered,1397_0,5809,No,NA,11,5,1,Low-quality,Genome-fragment,8.13,HMM-based (lower-bound),0,1,NA,685,1,5809,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC28,Nodosilinea sp. WJT8-NPBG4,Pseudanabaenales,Prochlorotrichaceae,Nodosilinea,Nodosilinea sp.,WJT8-NPBG4,PRJNA621656,SRR11676645,3300035001,Desert soil,Desert,soil,"California, USA"
TC9_NODE_1872_length_7932_cov_1.104548,vOTU681,Unclustered,Unclustered,7932,Yes,5221,9,1,1,Low-quality,Genome-fragment,7.43,HMM-based (lower-bound),34.18,1,NA,704,1,5221,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC9,Chroococcus sp. CMT-3BRIN-NPC107,Chroococcales,Chroococcaceae,Chroococcus,Chroococcus sp.,CMT-3BRIN-NPC107,PRJNA653492,SRR12688413,3300037833,Desert soil,Desert,soil,"California, USA"
TC11_NODE_241_length_75048_cov_3.418734_fragment_1,vOTU47,Unclustered,Unclustered,64912,Yes,41090,56,11,8,Medium-quality,Genome-fragment,53.32,HMM-based (lower-bound),36.7,1,NA,130,1,41090,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC11,Cyanosarcina radialis HA8281-LM2,Chroococcales,Chroococcaceae,Cyanosarcina ,Cyanosarcina radialis,HA8281-LM2,PRJNA653493,SRR12688412,3300037834,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC11_NODE_709_length_21219_cov_1.657453_fragment_1,vOTU54,Unclustered,Unclustered,13042,No,NA,19,8,0,Low-quality,Genome-fragment,29.5,HMM-based (lower-bound),0,1,NA,491,1,13042,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC11,Cyanosarcina radialis HA8281-LM2,Chroococcales,Chroococcaceae,Cyanosarcina ,Cyanosarcina radialis,HA8281-LM2,PRJNA653493,SRR12688412,3300037834,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC31_NODE_13_length_671382_cov_7.418716_fragment_1,vOTU407,Clustered,191_0,51562,No,NA,71,24,1,Medium-quality,Genome-fragment,71.41,HMM-based (lower-bound),0,1.01,NA,57,1,51562,1,100,100%,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC31,Oscillatoria princeps RMCB-10,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,RMCB-10,PRJNA621670,SRR11678154,3300035015,Surface water,Aquatic,water,"Lower Austria, Austria"
TC29_NODE_29_length_554407_cov_12.344050_fragment_8,vOTU379,Unclustered,Unclustered,7747,No,NA,8,0,6,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,632,1,7747,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC29,Nostoc desertorum CM1-VF14,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,CM1-VF14,PRJNA617101,SRR12349250,3300036444,Desert soil,Desert,soil,"California, USA"
TC29_NODE_29_length_554407_cov_12.344050_fragment_1,vOTU377,Clustered,1450_0,21062,No,NA,25,0,5,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,330,1,21062,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC29,Nostoc desertorum CM1-VF14,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,CM1-VF14,PRJNA617101,SRR12349250,3300036444,Desert soil,Desert,soil,"California, USA"
TC29_NODE_29_length_554407_cov_12.344050_fragment_2,vOTU378,Unclustered,Unclustered,12802,No,NA,11,0,2,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,499,1,12802,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC29,Nostoc desertorum CM1-VF14,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,CM1-VF14,PRJNA617101,SRR12349250,3300036444,Desert soil,Desert,soil,"California, USA"
TC29_NODE_84_length_305247_cov_6.745621_fragment_1,vOTU321,Unclustered,Unclustered,43450,No,NA,60,19,1,Medium-quality,Genome-fragment,77.17,HMM-based (lower-bound),0,1,NA,75,2,43450,0,100.00%,92%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC29,Nostoc desertorum CM1-VF14,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,CM1-VF14,PRJNA617101,SRR12349250,3300036444,Desert soil,Desert,soil,"California, USA"
TC8_NODE_39_length_244599_cov_8.800587_fragment_5,vOTU674,Clustered,714_0,34502,No,NA,47,15,3,Medium-quality,Genome-fragment,63.12,HMM-based (lower-bound),0,1,NA,206,1,34502,1,100,100%,Mixed,Mixed,Mixed,Mixed,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC8,Calothrix sp. FI2-JRJ7,Nostocales,Calotrichaceae,Calothrix,Calothrix sp.,FI2-JRJ7,PRJNA617096,SRR12347730,3300036390,Desert soil,Desert,soil,"California, USA"
TC18_NODE_227_length_9107_cov_1.102339,vOTU141,Clustered,728_0,9107,No,NA,13,5,0,Low-quality,Genome-fragment,16.4,HMM-based (lower-bound),0,1,NA,600,1,9107,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC18,Hormoscilla sp. CMT-3BRIN-NPC48,Oscillatoriales,Gomontiellaceae,Hormoscilla,Hormoscilla sp.,CMT-3BRIN-NPC48,PRJNA650881,SRR12951525,3300038553,Desert soil,Desert,soil,"California, USA"
TC9_NODE_704_length_18229_cov_3.135620,vOTU705,Clustered,1475_0,18229,No,NA,21,3,1,Low-quality,Genome-fragment,27.23,HMM-based (lower-bound),0,1,NA,372,1,18229,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC9,Chroococcus sp. CMT-3BRIN-NPC107,Chroococcales,Chroococcaceae,Chroococcus,Chroococcus sp.,CMT-3BRIN-NPC107,PRJNA653492,SRR12688413,3300037833,Desert soil,Desert,soil,"California, USA"
TC38_NODE_309_length_12255_cov_351.979799,vOTU483,Unclustered,Unclustered,12255,No,NA,11,4,0,Low-quality,Genome-fragment,14.42,HMM-based (lower-bound),0,1,NA,520,1,12255,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC38,Scytolyngbya sp. HA4215-MV1,Pseudanabaenales,Leptolyngbyaceae,Scytolyngbya,Scytolyngbya sp.,HA4215-MV1,PRJNA617105,SRR12349737,3300036104,Freshwater stream,Aquatic,water,"Hawaii, USA"
TC2_NODE_145_length_164318_cov_63.382829_fragment_2,vOTU187,Unclustered,Unclustered,36633,No,NA,55,16,1,Medium-quality,Genome-fragment,69.59,HMM-based (lower-bound),0,1.01,NA,189,1,36633,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC2,Aphanocapsa lilacina HA4352-LM1,Synechococcales,Merismopediaceae,Aphanocapsa,Aphanocapsa lilacina,HA4352-LM1,PRJNA677053,SRR13206895,3300039303,Cave rock wall,Cave,rock wall,"Hawaii, USA"
